"time","count"
"2019-01-09T05:06:29.110Z","426534"
"2019-01-09T05:07:29.077Z","426534"
"2019-01-09T05:08:29.111Z","426538"
"2019-01-09T05:09:29.083Z","426539"
"2019-01-09T05:10:29.092Z","426539"
"2019-01-09T05:11:29.101Z","426541"
"2019-01-09T05:12:29.119Z","426542"
"2019-01-09T05:13:29.099Z","426543"
"2019-01-09T05:14:29.128Z","426545"
"2019-01-09T05:15:29.134Z","426546"
"2019-01-09T05:16:29.107Z","426546"
"2019-01-09T05:17:29.132Z","426551"
"2019-01-09T05:18:29.138Z","426552"
"2019-01-09T05:19:29.155Z","426554"
"2019-01-09T05:20:29.124Z","426555"
"2019-01-09T05:21:29.121Z","426556"
"2019-01-09T05:22:29.124Z","426557"
"2019-01-09T05:23:29.148Z","426558"
"2019-01-09T05:24:29.187Z","426562"
